year,category,prize,motivation,laureate_type,full_name,birth_date,birth_city,birth_country,birth_country_current,sex,organization_name,organization_city,organization_country
1925,Physics,The Nobel Prize in Physics 1925,"""for their discovery of the laws governing the impact of an electron upon an atom""",Individual,Gustav Ludwig Hertz,1887-07-22,Hamburg,Germany,Germany,Male,Halle University,Halle,Germany
1925,Physics,The Nobel Prize in Physics 1925,"""for their discovery of the laws governing the impact of an electron upon an atom""",Individual,James Franck,1882-08-26,Hamburg,Germany,Germany,Male,Goettingen University,Göttingen,Germany
1926,Chemistry,The Nobel Prize in Chemistry 1926,"""for his work on disperse systems""",Individual,The (Theodor) Svedberg,1884-08-30,Fleräng,Sweden,Sweden,Male,Uppsala University,Uppsala,Sweden
1926,Literature,The Nobel Prize in Literature 1926,"""for her idealistically inspired writings which with plastic clarity picture the life on her native island and with depth and sympathy deal with human problems in general""",Individual,Grazia Deledda,1871-09-27,"Nuoro, Sardinia",Italy,Italy,Female,,,
1926,Medicine,The Nobel Prize in Physiology or Medicine 1926,"""for his discovery of the Spiroptera carcinoma""",Individual,Johannes Andreas Grib Fibiger,1867-04-23,Silkeborg,Denmark,Denmark,Male,Copenhagen University,Copenhagen,Denmark
1926,Peace,The Nobel Peace Prize 1926,,Individual,Aristide Briand,1862-03-28,Nantes,France,France,Male,,,
1926,Peace,The Nobel Peace Prize 1926,,Individual,Gustav Stresemann,1878-05-10,Berlin,Germany,Germany,Male,,,
1926,Physics,The Nobel Prize in Physics 1926,"""for his work on the discontinuous structure of matter, and especially for his discovery of sedimentation equilibrium""",Individual,Jean Baptiste Perrin,1870-09-30,Lille,France,France,Male,Sorbonne University,Paris,France
1927,Chemistry,The Nobel Prize in Chemistry 1927,"""for his investigations of the constitution of the bile acids and related substances""",Individual,Heinrich Otto Wieland,1877-06-04,Pforzheim,Germany,Germany,Male,Munich University,Munich,Germany
1927,Literature,The Nobel Prize in Literature 1927,"""in recognition of his rich and vitalizing ideas and the brilliant skill with which they have been presented""",Individual,Henri Bergson,1859-10-18,Paris,France,France,Male,,,
1927,Medicine,The Nobel Prize in Physiology or Medicine 1927,"""for his discovery of the therapeutic value of malaria inoculation in the treatment of dementia paralytica""",Individual,Julius Wagner-Jauregg,1857-03-07,Wels,Austria,Austria,Male,Vienna University,Vienna,Austria
1927,Peace,The Nobel Peace Prize 1927,,Individual,Ferdinand Buisson,1841-12-20,Paris,France,France,Male,,,
1927,Peace,The Nobel Peace Prize 1927,,Individual,Ludwig Quidde,1858-03-23,Bremen,Germany,Germany,Male,,,
1927,Physics,The Nobel Prize in Physics 1927,"""for his discovery of the effect named after him""",Individual,Arthur Holly Compton,1892-09-10,"Wooster, OH",United States of America,United States of America,Male,University of Chicago,"Chicago, IL",United States of America
1927,Physics,The Nobel Prize in Physics 1927,"""for his method of making the paths of electrically charged particles visible by condensation of vapour""",Individual,Charles Thomson Rees Wilson,1869-02-14,Glencorse,Scotland,United Kingdom,Male,University of Cambridge,Cambridge,United Kingdom
1928,Chemistry,The Nobel Prize in Chemistry 1928,"""for the services rendered through his research into the constitution of the sterols and their connection with the vitamins""",Individual,Adolf Otto Reinhold Windaus,1876-12-25,Berlin,Germany,Germany,Male,Goettingen University,Göttingen,Germany
1928,Literature,The Nobel Prize in Literature 1928,"""principally for her powerful descriptions of Northern life during the Middle Ages""",Individual,Sigrid Undset,1882-05-20,Kalundborg,Denmark,Denmark,Female,,,
1928,Medicine,The Nobel Prize in Physiology or Medicine 1928,"""for his work on typhus""",Individual,Charles Jules Henri Nicolle,1866-09-21,Rouen,France,France,Male,Institut Pasteur,Tunis,Tunisia
1928,Physics,The Nobel Prize in Physics 1928,"""for his work on the thermionic phenomenon and especially for the discovery of the law named after him""",Individual,Owen Willans Richardson,1879-04-26,Dewsbury,United Kingdom,United Kingdom,Male,London University,London,United Kingdom
1929,Chemistry,The Nobel Prize in Chemistry 1929,"""for their investigations on the fermentation of sugar and fermentative enzymes""",Individual,Arthur Harden,1865-10-12,Manchester,United Kingdom,United Kingdom,Male,London University,London,United Kingdom
1929,Chemistry,The Nobel Prize in Chemistry 1929,"""for their investigations on the fermentation of sugar and fermentative enzymes""",Individual,Hans Karl August Simon von Euler-Chelpin,1873-02-15,Augsburg,Germany,Germany,Male,Stockholm University,Stockholm,Sweden
1929,Literature,The Nobel Prize in Literature 1929,"""principally for his great novel, <I>Buddenbrooks</I>, which has won steadily increased recognition as one of the classic works of contemporary literature""",Individual,Thomas Mann,1875-06-06,Lübeck,Germany,Germany,Male,,,
1929,Medicine,The Nobel Prize in Physiology or Medicine 1929,"""for his discovery of the antineuritic vitamin""",Individual,Christiaan Eijkman,1858-08-11,Nijkerk,Netherlands,Netherlands,Male,Utrecht University,Utrecht,Netherlands
1929,Medicine,The Nobel Prize in Physiology or Medicine 1929,"""for his discovery of the growth-stimulating vitamins""",Individual,Sir Frederick Gowland Hopkins,1861-06-20,Eastbourne,United Kingdom,United Kingdom,Male,University of Cambridge,Cambridge,United Kingdom
1929,Peace,The Nobel Peace Prize 1929,,Individual,Frank Billings Kellogg,1856-12-22,"Potsdam, NY",United States of America,United States of America,Male,,,
1929,Physics,The Nobel Prize in Physics 1929,"""for his discovery of the wave nature of electrons""",Individual,Prince Louis-Victor Pierre Raymond de Broglie,1892-08-15,Dieppe,France,France,Male,Sorbonne University,Paris,France
1930,Chemistry,The Nobel Prize in Chemistry 1930,"""for his researches into the constitution of haemin and chlorophyll and especially for his synthesis of haemin""",Individual,Hans Fischer,1881-07-27,Hoechst,Germany,Germany,Male,Technische Hochschule (Institute of Technology),Munich,Germany
1930,Literature,The Nobel Prize in Literature 1930,"""for his vigorous and graphic art of description and his ability to create, with wit and humour, new types of characters""",Individual,Sinclair Lewis,1885-02-07,"Sauk Centre, MN",United States of America,United States of America,Male,,,
1930,Medicine,The Nobel Prize in Physiology or Medicine 1930,"""for his discovery of human blood groups""",Individual,Karl Landsteiner,1868-06-14,Vienna,Austrian Empire (Austria),Austria,Male,Rockefeller Institute for Medical Research,"New York, NY",United States of America
1930,Peace,The Nobel Peace Prize 1930,,Individual,Lars Olof Jonathan (Nathan) Söderblom,1866-01-15,Trönö,Sweden,Sweden,Male,,,
1930,Physics,The Nobel Prize in Physics 1930,"""for his work on the scattering of light and for the discovery of the effect named after him""",Individual,Sir Chandrasekhara Venkata Raman,1888-11-07,Tiruchirappalli,India,India,Male,Calcutta University,Calcutta,India
1931,Chemistry,The Nobel Prize in Chemistry 1931,"""in recognition of their contributions to the invention and development of chemical high pressure methods""",Individual,Carl Bosch,1874-08-27,Cologne,Germany,Germany,Male,University of Heidelberg,Heidelberg,Germany
1931,Chemistry,The Nobel Prize in Chemistry 1931,"""in recognition of their contributions to the invention and development of chemical high pressure methods""",Individual,Friedrich Bergius,1884-10-11,"Goldschmieden, near Breslau",Germany (Poland),Poland,Male,University of Heidelberg,Heidelberg,Germany
1931,Literature,The Nobel Prize in Literature 1931,"""The poetry of Erik Axel Karlfeldt""",Individual,Erik Axel Karlfeldt,1864-07-20,Karlbo,Sweden,Sweden,Male,,,
1931,Medicine,The Nobel Prize in Physiology or Medicine 1931,"""for his discovery of the nature and mode of action of the respiratory enzyme""",Individual,Otto Heinrich Warburg,1883-10-08,Freiburg im Breisgau,Germany,Germany,Male,Max-Planck Institut,Berlin-Dahlem,Germany
1931,Peace,The Nobel Peace Prize 1931,,Individual,Jane Addams,1860-09-06,"Cedarville, IL",United States of America,United States of America,Female,,,
1931,Peace,The Nobel Peace Prize 1931,,Individual,Nicholas Murray Butler,1862-04-02,"Elizabeth, NJ",United States of America,United States of America,Male,Columbia University,"New York, NY",United States of America
1932,Chemistry,The Nobel Prize in Chemistry 1932,"""for his discoveries and investigations in surface chemistry""",Individual,Irving Langmuir,1881-01-31,"Brooklyn, NY",United States of America,United States of America,Male,General Electric Company,"Schenectady, NY",United States of America
1932,Literature,The Nobel Prize in Literature 1932,"""for his distinguished art of narration which takes its highest form in <I>The Forsyte Saga</I>""",Individual,John Galsworthy,1867-08-14,Kingston Hill,United Kingdom,United Kingdom,Male,,,
1932,Medicine,The Nobel Prize in Physiology or Medicine 1932,"""for their discoveries regarding the functions of neurons""",Individual,Edgar Douglas Adrian,1889-11-30,London,United Kingdom,United Kingdom,Male,University of Cambridge,Cambridge,United Kingdom
1932,Medicine,The Nobel Prize in Physiology or Medicine 1932,"""for their discoveries regarding the functions of neurons""",Individual,Sir Charles Scott Sherrington,1857-11-27,London,United Kingdom,United Kingdom,Male,University of Oxford,Oxford,United Kingdom
1932,Physics,The Nobel Prize in Physics 1932,"""for the creation of quantum mechanics, the application of which has, inter alia, led to the discovery of the allotropic forms of hydrogen""",Individual,Werner Karl Heisenberg,1901-12-05,Würzburg,Germany,Germany,Male,Leipzig University,Leipzig,Germany
1933,Literature,The Nobel Prize in Literature 1933,"""for the strict artistry with which he has carried on the classical Russian traditions in prose writing""",Individual,Ivan Alekseyevich Bunin,1870-10-22,Voronezh,Russia,Russia,Male,,,
1933,Medicine,The Nobel Prize in Physiology or Medicine 1933,"""for his discoveries concerning the role played by the chromosome in heredity""",Individual,Thomas Hunt Morgan,1866-09-25,"Lexington, KY",United States of America,United States of America,Male,California Institute of Technology (Caltech),"Pasadena, CA",United States of America
1933,Peace,The Nobel Peace Prize 1933,,Individual,Sir Norman Angell (Ralph Lane),1872-12-26,Holbeach,United Kingdom,United Kingdom,Male,,,
1933,Physics,The Nobel Prize in Physics 1933,"""for the discovery of new productive forms of atomic theory""",Individual,Erwin Schrödinger,1887-08-12,Vienna,Austria,Austria,Male,Berlin University,Berlin,Germany
1933,Physics,The Nobel Prize in Physics 1933,"""for the discovery of new productive forms of atomic theory""",Individual,Paul Adrien Maurice Dirac,1902-08-08,Bristol,United Kingdom,United Kingdom,Male,University of Cambridge,Cambridge,United Kingdom
1934,Chemistry,The Nobel Prize in Chemistry 1934,"""for his discovery of heavy hydrogen""",Individual,Harold Clayton Urey,1893-04-29,"Walkerton, IN",United States of America,United States of America,Male,Columbia University,"New York, NY",United States of America
1934,Literature,The Nobel Prize in Literature 1934,"""for his bold and ingenious revival of dramatic and scenic art""",Individual,Luigi Pirandello,1867-06-28,"Agrigento, Sicily",Italy,Italy,Male,,,
1934,Medicine,The Nobel Prize in Physiology or Medicine 1934,"""for their discoveries concerning liver therapy in cases of anaemia""",Individual,George Hoyt Whipple,1878-08-28,"Ashland, NH",United States of America,United States of America,Male,University of Rochester,"Rochester, NY",United States of America
1934,Medicine,The Nobel Prize in Physiology or Medicine 1934,"""for their discoveries concerning liver therapy in cases of anaemia""",Individual,George Richards Minot,1885-12-02,"Boston, MA",United States of America,United States of America,Male,Harvard University,"Cambridge, MA",United States of America
1934,Medicine,The Nobel Prize in Physiology or Medicine 1934,"""for their discoveries concerning liver therapy in cases of anaemia""",Individual,William Parry Murphy,1892-02-06,"Stoughton, WI",United States of America,United States of America,Male,Harvard University,"Cambridge, MA",United States of America
1934,Peace,The Nobel Peace Prize 1934,,Individual,Arthur Henderson,1863-09-13,Glasgow,Scotland,United Kingdom,Male,,,
1935,Chemistry,The Nobel Prize in Chemistry 1935,"""in recognition of their synthesis of new radioactive elements""",Individual,Frédéric Joliot,1900-03-19,Paris,France,France,Male,Institut du Radium,Paris,France
1935,Chemistry,The Nobel Prize in Chemistry 1935,"""in recognition of their synthesis of new radioactive elements""",Individual,Irène Joliot-Curie,1897-09-12,Paris,France,France,Female,Institut du Radium,Paris,France
1935,Medicine,The Nobel Prize in Physiology or Medicine 1935,"""for his discovery of the organizer effect in embryonic development""",Individual,Hans Spemann,1869-06-27,Stuttgart,W&uuml;rttemberg (Germany),Germany,Male,University of Freiburg,Breisgau,Germany
